index,name,bmad_key,scibmad_kind,bmad_length_m,scibmad_length_m,length_error_m,local_R_max,local_R_fro,local_R_row,local_R_col,vec0_max,orbit_out_max,bmad_affine_residual,cumulative_R_max
"56","Q07W","Quadrupole","Quadrupole","0.6000000000000014","0.6","1.4432899320127035e-15","3.01732480556538e-7","3.442432025153827e-7","1","2","1.3620634307931478e-10","7.08567579610353e-11","4.324152719920038e-10","0.003564389727651829"
"57","D028","Drift","Drift","0.09239999999999782","0.0924","2.1788126858268697e-15","3.771666360172677e-8","5.459050422990266e-8","5","2","1.5436462355439445e-15","9.410424835345566e-12","1.3196877997941753e-11","0.0035704015837438874"
"58","DET_07W","Marker","Marker","0.0","0.0","0.0","0.0","0.0","1","1","0.0","0.0","0.0","0.0035704015837438874"
"59","D029","Drift","Drift","0.06499999999999773","0.065","2.275957200481571e-15","4.1388663558902325e-8","7.663756457325384e-8","3","6","2.211451889043307e-15","4.374653417293928e-12","1.102042301815917e-11","0.0035746307032891167"
"60","VKICK_07W","Kicker","Kicker","0.12700000000000244","0.127","2.4424906541753444e-15","2.374830350799088e-8","3.99969554571417e-8","5","4","3.679164066011794e-15","5.606445863115539e-12","2.9203029968186134e-12","0.00358289375224885"
"61","D030","Drift","Drift","0.8889999999999958","0.889","4.218847493575595e-15","3.486598890821976e-8","7.69901140417273e-8","5","6","4.2456889088828996e-15","7.801520497327519e-12","1.4436690991964651e-11","0.0036407350949545503"
"62","WIG_W","Wiggler","Wiggler","2.355000000000004","2.355","3.9968028886505635e-15","3.943845214227082e-5","5.629031885078561e-5","4","4","2.5261400764643675e-6","2.5261417167230828e-6","1.0421541600069521e-11","0.0032616520096322432"
"63","D031","Drift","Drift","0.10999999999999943","0.11","5.689893001203927e-16","4.1972523204740984e-8","6.333811067375389e-8","5","4","3.5269436476749096e-16","3.730689910642904e-12","6.918638025769225e-12","0.0032581734486303304"
"64","HKICK_08W","Kicker","Kicker","0.25","0.25","0.0","4.993755273804765e-8","7.840639844856732e-8","5","4","1.9257636194271482e-15","2.9794361422474935e-12","9.041130691334054e-12","0.0032502676281733756"
"65","D032","Drift","Drift","0.0870000000000033","0.087","3.3029134982598407e-15","8.621731647159443e-9","1.6887400891318883e-8","5","4","3.6983165819266093e-16","3.683156210576577e-12","1.8378300725881147e-12","0.0032475164026539716"
"66","SK_Q07W","Quadrupole","Quadrupole","0.1524000000000001","0.1524","8.326672684688674e-17","3.524193214911492e-8","7.050634990492797e-8","3","6","2.46347386934076e-12","4.727733829423819e-12","6.686284989218527e-12","0.003242697014503193"
"67","D033","Drift","Drift","0.35524999999999807","0.35525","1.942890293094024e-15","3.406613674483694e-8","5.939712507489583e-8","1","2","4.734353348019717e-14","5.793776916562798e-12","1.4407438783670123e-11","0.003231462843634958"
"68","H_SEP_08W","ELSeparator","Kicker","2.442","2.442","0.0","5.671991603506399e-6","7.906519888595832e-6","1","2","5.2121110015441446e-8","5.212770420263274e-8","2.3236087706712816e-10","0.003165115710894062"
"69","D034","Drift","Drift","0.4983999999999966","0.4984","3.3861802251067274e-15","4.8158776653442915e-8","8.698833847106272e-8","5","2","9.27173865239561e-14","6.6429153844360656e-12","3.1247787994279075e-11","0.0031494101372211425"
"70","Q08W","Quadrupole","Quadrupole","0.6000000000000014","0.6","1.4432899320127035e-15","1.2631965740084183e-7","1.9995882118150572e-7","1","2","5.1937908834842617e-11","2.7547897990531922e-11","5.347385815396288e-10","0.0032127647979734997"
"71","D035","Drift","Drift","0.06139999999999901","0.0614","9.922618282587337e-16","2.6926888048115737e-8","4.8898288763259554e-8","5","4","3.302214358588666e-16","3.0986506271973987e-12","6.2642040534778565e-12","0.0032277118425407814"
"72","SEX_08W","Sextupole","Sextupole","0.27199999999999847","0.272","1.5543122344752192e-15","6.399077943142206e-6","9.028593106630041e-6","1","2","1.7587290171666371e-9","1.7574968529110446e-9","5.677649150014118e-10","0.0032809637217634524"
"73","D036","Drift","Drift","0.2920000000000016","0.292","1.609823385706477e-15","4.794002446992067e-8","8.579321307633132e-8","5","2","1.8681144759733205e-15","4.008158388524308e-12","1.0008472024237991e-11","0.0033514543334045577"
"74","DET_08W","Marker","Marker","0.0","0.0","0.0","0.0","0.0","1","1","0.0","0.0","0.0","0.0033514543334045577"
"75","D037","Drift","Drift","1.0519999999999996","1.052","4.440892098500626e-16","3.954190508359545e-8","7.242301728449741e-8","3","4","2.3168771801836914e-14","8.162396106237146e-12","1.326152555825022e-11","0.0036054136602778897"
"76","RF_W1","RFCavity","RFCavity","1.8000000000000043","1.8","4.218847493575595e-15","4.791183274749404e-8","9.972077247740508e-8","5","6","2.1827193208936148e-15","2.9945568052157368e-12","9.574058939306601e-12","0.004039742605479013"
"77","D038","Drift","Drift","2.091529999999999","2.09153","1.3322676295501878e-15","3.577902951690248e-8","7.114226120518693e-8","1","2","3.7975131925492755e-14","1.1725755783009717e-11","2.153864933629457e-11","0.004544448701407688"
"78","RF_W2","RFCavity","RFCavity","1.7999999999999972","1.8","2.886579864025407e-15","4.791183274749404e-8","9.972077247740508e-8","5","6","2.1827193208936148e-15","1.145656833290154e-11","1.2259549278526016e-11","0.0049787776466097"
"79","D039","Drift","Drift","1.4420000000000002","1.442","2.220446049250313e-16","4.579902368462285e-8","8.659288446380495e-8","3","4","3.9362485231036883e-14","1.6446514289336633e-12","8.616650795656433e-12","0.005326683170689961"
"80","DET_09W","Marker","Marker","0.0","0.0","0.0","0.0","0.0","1","1","0.0","0.0","0.0","0.005326683170689961"
"81","D040","Drift","Drift","0.023400000000002308","0.0234","2.3071822230491534e-15","3.414279857537005e-8","5.273730247036415e-8","3","6","2.8356594502157133e-17","2.8035251258082955e-12","4.602359021232266e-12","0.005332332075870028"
"82","Q09W","Quadrupole","Quadrupole","0.6000000000000014","0.6","1.4432899320127035e-15","1.9036942766614828e-7","2.138450798001157e-7","1","2","5.894694281305402e-11","3.39704410434738e-11","3.6639740211025923e-10","0.005292239278531952"
"83","D041","Drift","Drift","0.06939999999999458","0.0694","5.4262150328554526e-15","4.791832986736145e-8","8.144790782054424e-8","5","6","3.1501621371723044e-14","4.75564970433065e-12","2.3261973944310732e-11","0.005266362530843338"
"84","SEX_09W","Sextupole","Sextupole","0.27200000000000557","0.272","5.551115123125783e-15","2.9469417397898212e-5","4.193121725299483e-5","1","2","2.399611850132916e-8","2.4077051933787952e-8","4.1894258548391683e-10","0.005208343714379282"
"85","D042","Drift","Drift","0.31799999999999784","0.318","2.1649348980190553e-15","1.5689763099846488e-8","2.2361694056624745e-8","1","2","8.210226899086316e-14","6.237730241999331e-12","1.7116565109720483e-11","0.005093193768374249"
"86","VKICK_10W","Kicker","Kicker","0.25500000000000256","0.255","2.55351295663786e-15","4.90248419037745e-8","1.0387951991211168e-7","5","2","1.3006511904107011e-14","7.547278774167054e-12","4.5662435638194054e-11","0.005000858886962334"
"87","D043","Drift","Drift","0.8369999999999962","0.837","3.774758283725532e-15","3.8240229700454995e-8","6.964617131007711e-8","5","6","4.820138769951609e-13","7.267233357785823e-12","1.8969178658401198e-11","0.004697779883191089"
"88","VKICK_09W","Kicker","Kicker","0.10200000000000387","0.102","3.8719027983802334e-15","3.3753099690225774e-8","5.4979983120318745e-8","3","4","4.520261560582747e-14","4.981088458366756e-12","1.9649612991411158e-11","0.004660841207186905"
"89","D044","Drift","Drift","4.057169999999999","4.05717","8.881784197001252e-16","4.256924945877927e-8","7.377133269023704e-8","3","4","2.917601286130491e-12","2.3883107297395512e-11","1.6581957974683842e-11","0.003535827870594588"
"90","Q10W","Quadrupole","Quadrupole","0.5999999999999943","0.6","5.662137425588298e-15","5.644364706736127e-7","5.989784829106271e-7","1","2","3.084554885818269e-10","1.5831970803792395e-10","6.575927938030218e-10","0.0035041100693409266"
"91","D045","Drift","Drift","0.06440000000000623","0.0644","6.231126725708691e-15","4.482790516215208e-8","7.563710405545972e-8","5","6","1.5452345426748254e-15","8.985985065312722e-12","3.024881002145277e-11","0.0034825500935842246"
"92","SEX_10W","Sextupole","Sextupole","0.27199999999999847","0.272","1.5543122344752192e-15","9.07544394002091e-6","1.2964159932258976e-5","3","4","1.3697006145519746e-8","1.3682504230311254e-8","7.303523439782141e-10","0.00338724068439622"
"93","D046","Drift","Drift","0.05089999999999861","0.0509","1.3877787807814457e-15","4.2609975506313624e-8","7.73160322135153e-8","3","4","2.054571582557292e-14","2.14708632817473e-12","5.240955803023639e-11","0.003370048701853312"
"94","DET_10W","Marker","Marker","0.0","0.0","0.0","0.0","0.0","1","1","0.0","0.0","0.0","0.003370048701853312"
"95","D047","Drift","Drift","0.48573999999999984","0.48574","1.6653345369377348e-16","4.767446942777198e-8","7.477738727748271e-8","3","4","2.224778244787066e-13","5.305969205671168e-12","6.988636926108516e-11","0.0032533995714985053"
"96","B11W","SBend","SBend","6.574261999999997","6.574262","2.6645352591003757e-15","0.00011268695387867123","0.0001592416008257925","4","4","3.5583495522986167e-9","3.5600409887019072e-9","5.12327930012285e-10","0.006629055070575873"
"97","D048","Drift","Drift","0.22097000000000833","0.22097","8.326672684688674e-15","4.9744041552557405e-8","9.391064937533812e-8","3","4","6.214006575188126e-14","6.78811152253489e-12","7.470490458877377e-11","0.006587856665021263"
"98","DET_11W","Marker","Marker","0.0","0.0","0.0","0.0","0.0","1","1","0.0","0.0","0.0","0.006587856665021263"
"99","D049","Drift","Drift","0.20539999999999736","0.2054","2.6367796834847468e-15","3.284218203110458e-8","6.998920869673522e-8","5","6","3.5301820004807484e-13","3.263889389337228e-12","4.2914663901487404e-11","0.006549787014577646"
"100","Q11W","Quadrupole","Quadrupole","0.5999999999999943","0.6","5.662137425588298e-15","1.7137015764223662e-6","1.8174566785760603e-6","1","2","1.5785496722698494e-9","7.938198746341302e-10","8.420850822199455e-11","0.006200129315182323"
"101","D050","Drift","Drift","0.06340000000000146","0.0634","1.457167719820518e-15","4.989397775490012e-8","9.253644507149849e-8","3","4","4.718552046988617e-14","6.764977467099698e-12","6.183860888631099e-11","0.006138473661735588"
"102","SEX_11W","Sextupole","Sextupole","0.27200000000000557","0.272","5.551115123125783e-15","3.4187237806238002e-6","7.718447258814018e-6","3","4","4.5320243357259074e-9","4.537753436895109e-9","1.1375648925442128e-10","0.005740193267662619"
"103","D051","Drift","Drift","0.2684110000000004","0.268411","3.885780586188048e-16","3.3880706351574474e-8","5.0579745352884343e-8","1","2","5.985438162208011e-14","5.558850688786032e-12","3.740214789358515e-11","0.005478401736830563"
"104","B12W","SBend","SBend","6.57426199999999","6.574262","9.769962616701378e-15","9.393384978761965e-5","0.0001328788353355587","3","3","5.108787523094041e-9","5.09213120520951e-9","7.255029599138743e-11","0.002879996317982858"
"105","D052","Drift","Drift","0.15713999999999828","0.15714","1.7208456881689926e-15","4.8304415850669475e-8","1.0490277460991291e-7","5","6","6.141686330404314e-14","2.651371418423143e-12","5.962061595289614e-11","0.002760524334728842"
